case_id,split,defect_type,entity_type,severity,safe_to_auto_apply,defect_description,repair_action,explanation
SC_0261,train,geometry_clash,IfcDuctSegment,critical,False,Hard clash between IfcDuctSegment 'DuctSegment_844' and IfcBeam 'Beam_476' (overlap 0.28m),Reroute duct below structural beam,MEP element clashes with structural frame. Needs rerouting.
SC_0262,train,geometry_clash,IfcWall,critical,True,Hard clash between IfcWall 'Wall_998' and IfcColumn 'Column_609' (overlap 0.39m),Adjust wall length to abut column face (adjusted length by -0.39m),Wall should stop at structural column face. Shortening wall geometry.
SC_0263,train,missing_property,IfcSlab,high,True,IfcSlab is missing 'LoadBearing' in Pset_SlabCommon,Add property 'LoadBearing' with default value to Pset_SlabCommon,LoadBearing is required by IFC schema for IfcSlab. A safe default is applied.
SC_0264,train,missing_property,IfcBeam,high,True,IfcBeam is missing 'LoadBearing' in Pset_BeamCommon,Add property 'LoadBearing' with default value to Pset_BeamCommon,LoadBearing is required by IFC schema for IfcBeam. A safe default is applied.
SC_0265,train,missing_property,IfcBeam,medium,True,IfcBeam is missing 'IsExternal' in Pset_BeamCommon,Add property 'IsExternal' with default value to Pset_BeamCommon,IsExternal is required by IFC schema for IfcBeam. A safe default is applied.
SC_0266,train,invalid_parent_child,IfcSpace,high,True,IfcSpace 'Lobby' not aggregated into any storey,Aggregate space into storey 'Level 05',Spaces must belong to a storey for room-based analysis.
SC_0267,train,broken_spatial_containment,IfcStair,high,True,IfcStair 'Stair_049' is not contained in any IfcBuildingStorey,Create IfcRelContainedInSpatialStructure linking element to 'Mezzanine',Every physical element must be spatially contained for coordination.
SC_0268,train,broken_spatial_containment,IfcWall,high,True,IfcWall 'Wall_617' is not contained in any IfcBuildingStorey,Create IfcRelContainedInSpatialStructure linking element to 'Ground Floor',Every physical element must be spatially contained for coordination.
SC_0269,train,wrong_level_assignment,IfcSpace,medium,False,IfcSpace 'Kitchen' assigned to 'Level 02' but elevation matches 'Roof Level',Reassign space from 'Level 02' to 'Roof Level' based on elevation,Space elevation should match its parent storey. Needs verification.
SC_0270,train,missing_property,IfcBeam,low,True,IfcBeam is missing 'Reference' in Pset_BeamCommon,Add property 'Reference' with default value to Pset_BeamCommon,Reference is required by IFC schema for IfcBeam. A safe default is applied.
SC_0271,train,broken_spatial_containment,IfcBeam,high,True,IfcBeam 'Beam_374' is not contained in any IfcBuildingStorey,Create IfcRelContainedInSpatialStructure linking element to 'Ground Floor',Every physical element must be spatially contained for coordination.
SC_0272,train,missing_property,IfcRamp,medium,True,IfcRamp is missing 'FireRating' in Pset_RampCommon,Add property 'FireRating' with default value to Pset_RampCommon,FireRating is required by IFC schema for IfcRamp. A safe default is applied.
SC_0273,train,geometry_clash,IfcSlab,critical,True,Hard clash between IfcSlab 'Slab_270' and IfcColumn 'Column_730' (overlap 0.36m),Create slab void around column profile (void size: 2.0x5.84m),Slab must flow around structural columns. Void geometry generated.
SC_0274,train,geometry_clash,IfcWindow,medium,True,Misaligned clash between IfcWindow 'Window_081' and IfcWall 'Wall_471' (overlap 0.79m),Snap window to host wall face (snapped +0.79m),Window placement offset from host wall. Snapping to align.
SC_0275,train,geometry_clash,IfcDuctSegment,critical,False,Hard clash between IfcDuctSegment 'DuctSegment_513' and IfcBeam 'Beam_123' (overlap 0.14m),Reroute duct below structural beam,MEP element clashes with structural frame. Needs rerouting.
SC_0276,train,naming_inconsistency,IfcBuildingStorey,medium,True,IfcBuildingStorey has empty Name attribute,Set Name to 'BuildingStorey_201',"All elements need unique, meaningful names for schedules and coordination."
SC_0277,train,invalid_reference,IfcWindow,low,True,IfcWindow has OwnerHistory pointing to deleted entity,Reassign OwnerHistory to project default,Broken OwnerHistory causes export failures.
SC_0278,train,missing_material,IfcCurtainWall,medium,False,IfcCurtainWall has no material association via IfcRelAssociatesMaterial,Flag for manual material assignment (suggested: Concrete),Material needed for quantity takeoff and analysis. Suggested: Concrete.
SC_0279,train,geometry_clash,IfcSlab,critical,True,Hard clash between IfcSlab 'Slab_130' and IfcColumn 'Column_768' (overlap 0.34m),Create slab void around column profile (void size: 2.0x3.76m),Slab must flow around structural columns. Void geometry generated.
SC_0280,train,missing_property,IfcRailing,low,True,IfcRailing is missing 'Height' in Pset_RailingCommon,Add property 'Height' with default value to Pset_RailingCommon,Height is required by IFC schema for IfcRailing. A safe default is applied.
SC_0281,train,naming_inconsistency,IfcSlab,low,True,IfcSlab has None Name attribute,Set Name to 'Slab_466',"All elements need unique, meaningful names for schedules and coordination."
SC_0282,train,wrong_level_assignment,IfcSpace,medium,False,IfcSpace 'Kitchen' assigned to 'Mezzanine' but elevation matches 'Penthouse',Reassign space from 'Mezzanine' to 'Penthouse' based on elevation,Space elevation should match its parent storey. Needs verification.
SC_0283,train,naming_inconsistency,IfcMember,low,True,IfcMember has None Name attribute,Set Name to 'Member_491',"All elements need unique, meaningful names for schedules and coordination."
SC_0284,train,geometry_clash,IfcWall,medium,True,Misaligned clash between IfcWall 'Wall_444' and IfcDoor 'Door_842' (overlap 0.74m),Align door frame with wall opening (snapped +0.74m),Door geometry extends beyond wall thickness. Snapping to opening plane.
SC_0285,train,invalid_parent_child,IfcSpace,high,True,IfcSpace 'Corridor' not aggregated into any storey,Aggregate space into storey 'Mezzanine',Spaces must belong to a storey for room-based analysis.
SC_0286,train,invalid_parent_child,IfcSpace,high,True,IfcSpace 'Reception' not aggregated into any storey,Aggregate space into storey 'Level 03',Spaces must belong to a storey for room-based analysis.
SC_0287,train,geometry_clash,IfcBeam,medium,False,Soft clash between IfcBeam 'Beam_505' and IfcSlab 'Slab_903' (overlap 0.04m),Adjust beam elevation to sit below slab (dropped by 0.04m),Beam soffit intrudes slab. Elevation drop required.
SC_0288,train,broken_spatial_containment,IfcColumn,high,True,IfcColumn 'Column_232' is not contained in any IfcBuildingStorey,Create IfcRelContainedInSpatialStructure linking element to 'Level 04',Every physical element must be spatially contained for coordination.
SC_0289,train,naming_inconsistency,IfcPlate,low,True,IfcPlate has empty Name attribute,Set Name to 'Plate_945',"All elements need unique, meaningful names for schedules and coordination."
SC_0290,train,geometry_clash,IfcPipeSegment,medium,True,Near-miss clash between IfcPipeSegment 'PipeSegment_757' and IfcWall 'Wall_119' (overlap 0.02m),Enlarge wall opening for pipe clearance (expanded by 50mm),Pipe lacks sufficient clearance. Opening expanded by 50mm.
SC_0291,train,naming_inconsistency,IfcDoor,low,True,IfcDoor has empty Name attribute,Set Name to 'Door_736',"All elements need unique, meaningful names for schedules and coordination."
SC_0292,train,geometry_clash,IfcWall,medium,True,Misaligned clash between IfcWall 'Wall_322' and IfcDoor 'Door_417' (overlap 0.71m),Align door frame with wall opening (snapped +0.71m),Door geometry extends beyond wall thickness. Snapping to opening plane.
SC_0293,train,geometry_clash,IfcWall,critical,False,Hard clash between IfcWall 'Wall_808' and IfcBeam 'Beam_352' (overlap 0.1m),Cut opening in wall for beam penetration,Beam intersects wall. Opening profile required but needs MEP/Structural coordination.
SC_0294,train,invalid_reference,IfcDoor,low,True,IfcDoor has OwnerHistory pointing to deleted entity,Reassign OwnerHistory to project default,Broken OwnerHistory causes export failures.
SC_0295,train,geometry_clash,IfcBeam,medium,False,Soft clash between IfcBeam 'Beam_793' and IfcSlab 'Slab_114' (overlap 0.03m),Adjust beam elevation to sit below slab (dropped by 0.03m),Beam soffit intrudes slab. Elevation drop required.
SC_0296,train,invalid_parent_child,IfcSpace,high,True,IfcSpace 'Parking' not aggregated into any storey,Aggregate space into storey 'Level 05',Spaces must belong to a storey for room-based analysis.
SC_0297,train,geometry_clash,IfcWindow,medium,True,Misaligned clash between IfcWindow 'Window_902' and IfcWall 'Wall_859' (overlap 0.46m),Snap window to host wall face (snapped +0.46m),Window placement offset from host wall. Snapping to align.
SC_0298,train,missing_material,IfcRoof,medium,False,IfcRoof has no material association via IfcRelAssociatesMaterial,Flag for manual material assignment (suggested: Composite),Material needed for quantity takeoff and analysis. Suggested: Composite.
SC_0299,train,invalid_parent_child,IfcSpace,high,True,IfcSpace 'Reception' not aggregated into any storey,Aggregate space into storey 'Level 05',Spaces must belong to a storey for room-based analysis.
SC_0300,train,geometry_clash,IfcWindow,medium,True,Misaligned clash between IfcWindow 'Window_107' and IfcWall 'Wall_427' (overlap 0.67m),Snap window to host wall face (snapped +0.67m),Window placement offset from host wall. Snapping to align.
SC_0301,train,missing_property,IfcColumn,medium,True,IfcColumn is missing 'FireRating' in Pset_ColumnCommon,Add property 'FireRating' with default value to Pset_ColumnCommon,FireRating is required by IFC schema for IfcColumn. A safe default is applied.
SC_0302,train,wrong_level_assignment,IfcSpace,medium,False,IfcSpace 'Meeting Room' assigned to 'Basement 2' but elevation matches 'Roof Level',Reassign space from 'Basement 2' to 'Roof Level' based on elevation,Space elevation should match its parent storey. Needs verification.
SC_0303,train,missing_property,IfcStair,low,True,IfcStair is missing 'Reference' in Pset_StairCommon,Add property 'Reference' with default value to Pset_StairCommon,Reference is required by IFC schema for IfcStair. A safe default is applied.
SC_0304,train,invalid_parent_child,IfcSpace,high,True,IfcSpace 'Office' not aggregated into any storey,Aggregate space into storey 'Mezzanine',Spaces must belong to a storey for room-based analysis.
SC_0305,train,missing_property,IfcFooting,low,True,IfcFooting is missing 'Reference' in Pset_FootingCommon,Add property 'Reference' with default value to Pset_FootingCommon,Reference is required by IFC schema for IfcFooting. A safe default is applied.
SC_0306,train,naming_inconsistency,IfcWall,low,True,Multiple IfcWall entities share name 'Wall_001',Set Name to 'Wall_857',"All elements need unique, meaningful names for schedules and coordination."
SC_0307,train,invalid_reference,IfcWall,low,True,IfcWall has OwnerHistory pointing to deleted entity,Reassign OwnerHistory to project default,Broken OwnerHistory causes export failures.
SC_0308,train,missing_material,IfcFooting,medium,False,IfcFooting has no material association via IfcRelAssociatesMaterial,Flag for manual material assignment (suggested: Brick),Material needed for quantity takeoff and analysis. Suggested: Brick.
SC_0309,train,geometry_clash,IfcWall,critical,False,Hard clash between IfcWall 'Wall_254' and IfcBeam 'Beam_284' (overlap 0.38m),Cut opening in wall for beam penetration,Beam intersects wall. Opening profile required but needs MEP/Structural coordination.
SC_0310,train,broken_spatial_containment,IfcRamp,high,True,IfcRamp 'Ramp_648' is not contained in any IfcBuildingStorey,Create IfcRelContainedInSpatialStructure linking element to 'Level 05',Every physical element must be spatially contained for coordination.
SC_0311,train,missing_property,IfcStair,medium,True,IfcStair is missing 'IsExternal' in Pset_StairCommon,Add property 'IsExternal' with default value to Pset_StairCommon,IsExternal is required by IFC schema for IfcStair. A safe default is applied.
SC_0312,train,geometry_clash,IfcWindow,medium,True,Misaligned clash between IfcWindow 'Window_615' and IfcWall 'Wall_485' (overlap 0.2m),Snap window to host wall face (snapped +0.2m),Window placement offset from host wall. Snapping to align.
SC_0313,train,missing_property,IfcColumn,medium,True,IfcColumn is missing 'IsExternal' in Pset_ColumnCommon,Add property 'IsExternal' with default value to Pset_ColumnCommon,IsExternal is required by IFC schema for IfcColumn. A safe default is applied.
SC_0314,train,geometry_clash,IfcDuctSegment,critical,False,Hard clash between IfcDuctSegment 'DuctSegment_861' and IfcBeam 'Beam_674' (overlap 0.34m),Reroute duct below structural beam,MEP element clashes with structural frame. Needs rerouting.
SC_0315,train,geometry_clash,IfcDuctSegment,critical,False,Hard clash between IfcDuctSegment 'DuctSegment_584' and IfcBeam 'Beam_915' (overlap 0.25m),Reroute duct below structural beam,MEP element clashes with structural frame. Needs rerouting.
SC_0316,train,geometry_clash,IfcSlab,critical,True,Hard clash between IfcSlab 'Slab_582' and IfcColumn 'Column_064' (overlap 0.34m),Create slab void around column profile (void size: 2.0x7.79m),Slab must flow around structural columns. Void geometry generated.
SC_0317,train,missing_material,IfcSlab,medium,False,IfcSlab has no material association via IfcRelAssociatesMaterial,Flag for manual material assignment (suggested: Concrete),Material needed for quantity takeoff and analysis. Suggested: Concrete.
SC_0318,train,geometry_clash,IfcWall,high,False,Overlap clash between IfcWall 'Wall_883' and IfcColumn 'Column_837' (overlap 0.64m),Flag for structural review,Major overlap detected between wall and column. Needs engineer review.
SC_0319,train,geometry_clash,IfcWindow,medium,True,Misaligned clash between IfcWindow 'Window_110' and IfcWall 'Wall_261' (overlap 0.67m),Snap window to host wall face (snapped +0.67m),Window placement offset from host wall. Snapping to align.
SC_0320,train,geometry_clash,IfcWall,critical,False,Hard clash between IfcWall 'Wall_452' and IfcBeam 'Beam_468' (overlap 0.29m),Cut opening in wall for beam penetration,Beam intersects wall. Opening profile required but needs MEP/Structural coordination.
SC_0321,train,broken_spatial_containment,IfcBeam,high,True,IfcBeam 'Beam_392' is not contained in any IfcBuildingStorey,Create IfcRelContainedInSpatialStructure linking element to 'Level 04',Every physical element must be spatially contained for coordination.
SC_0322,train,missing_property,IfcRamp,low,True,IfcRamp is missing 'HandicapAccessible' in Pset_RampCommon,Add property 'HandicapAccessible' with default value to Pset_RampCommon,HandicapAccessible is required by IFC schema for IfcRamp. A safe default is applied.
SC_0323,train,broken_spatial_containment,IfcStair,high,True,IfcStair 'Stair_963' is not contained in any IfcBuildingStorey,Create IfcRelContainedInSpatialStructure linking element to 'Ground Floor',Every physical element must be spatially contained for coordination.
SC_0324,train,wrong_level_assignment,IfcSpace,medium,False,IfcSpace 'Stairwell' assigned to 'Basement 2' but elevation matches 'Roof Level',Reassign space from 'Basement 2' to 'Roof Level' based on elevation,Space elevation should match its parent storey. Needs verification.
SC_0325,train,geometry_clash,IfcSlab,critical,True,Hard clash between IfcSlab 'Slab_543' and IfcColumn 'Column_244' (overlap 0.11m),Create slab void around column profile (void size: 2.0x7.77m),Slab must flow around structural columns. Void geometry generated.
SC_0326,train,disconnected_storey,IfcBuildingStorey,critical,True,IfcBuildingStorey 'Level 02' not aggregated into any IfcBuilding,Create IfcRelAggregates linking storey to building,Storeys must be children of a building in the spatial hierarchy.
SC_0327,train,broken_spatial_containment,IfcCurtainWall,high,True,IfcCurtainWall 'CurtainWall_165' is not contained in any IfcBuildingStorey,Create IfcRelContainedInSpatialStructure linking element to 'Basement 2',Every physical element must be spatially contained for coordination.
SC_0328,train,broken_spatial_containment,IfcWindow,high,True,IfcWindow 'Window_680' is not contained in any IfcBuildingStorey,Create IfcRelContainedInSpatialStructure linking element to 'Level 04',Every physical element must be spatially contained for coordination.
SC_0329,train,geometry_clash,IfcBeam,medium,False,Soft clash between IfcBeam 'Beam_169' and IfcSlab 'Slab_622' (overlap 0.04m),Adjust beam elevation to sit below slab (dropped by 0.04m),Beam soffit intrudes slab. Elevation drop required.
SC_0330,train,geometry_clash,IfcWall,critical,True,Hard clash between IfcWall 'Wall_852' and IfcColumn 'Column_710' (overlap 0.19m),Adjust wall length to abut column face (adjusted length by -0.19m),Wall should stop at structural column face. Shortening wall geometry.
SC_0331,train,geometry_clash,IfcWall,medium,True,Misaligned clash between IfcWall 'Wall_998' and IfcDoor 'Door_164' (overlap 0.23m),Align door frame with wall opening (snapped +0.23m),Door geometry extends beyond wall thickness. Snapping to opening plane.
SC_0332,train,naming_inconsistency,IfcRoof,low,True,IfcRoof has None Name attribute,Set Name to 'Roof_885',"All elements need unique, meaningful names for schedules and coordination."
SC_0333,train,broken_spatial_containment,IfcRailing,high,True,IfcRailing 'Railing_811' is not contained in any IfcBuildingStorey,Create IfcRelContainedInSpatialStructure linking element to 'Penthouse',Every physical element must be spatially contained for coordination.
SC_0334,train,invalid_parent_child,IfcSpace,high,True,IfcSpace 'Mechanical Room' not aggregated into any storey,Aggregate space into storey 'Level 02',Spaces must belong to a storey for room-based analysis.
SC_0335,train,wrong_level_assignment,IfcWindow,medium,False,IfcWindow 'Window_301' at z=15.0m assigned to 'Level 05' instead of 'Level 03',Reassign from 'Level 05' to 'Level 03',Element placement doesn't match assigned storey elevation.
SC_0336,train,invalid_parent_child,IfcSpace,high,True,IfcSpace 'Plant Room' not aggregated into any storey,Aggregate space into storey 'Level 03',Spaces must belong to a storey for room-based analysis.
SC_0337,train,missing_property,IfcBeam,low,True,IfcBeam is missing 'Span' in Pset_BeamCommon,Add property 'Span' with default value to Pset_BeamCommon,Span is required by IFC schema for IfcBeam. A safe default is applied.
SC_0338,train,geometry_clash,IfcWall,high,False,Overlap clash between IfcWall 'Wall_560' and IfcColumn 'Column_224' (overlap 0.8m),Flag for structural review,Major overlap detected between wall and column. Needs engineer review.
SC_0339,train,invalid_reference,IfcStair,medium,False,IfcStair references a IfcStairType that does not exist in the model,Remove broken type reference or create missing IfcStairType,Orphan type references break downstream tools.
SC_0340,train,naming_inconsistency,IfcStair,low,True,IfcStair has empty Name attribute,Set Name to 'Stair_066',"All elements need unique, meaningful names for schedules and coordination."
SC_0341,train,geometry_clash,IfcSlab,critical,True,Hard clash between IfcSlab 'Slab_013' and IfcColumn 'Column_725' (overlap 0.35m),Create slab void around column profile (void size: 2.0x2.27m),Slab must flow around structural columns. Void geometry generated.
SC_0342,train,geometry_clash,IfcWall,critical,False,Hard clash between IfcWall 'Wall_713' and IfcBeam 'Beam_352' (overlap 0.21m),Cut opening in wall for beam penetration,Beam intersects wall. Opening profile required but needs MEP/Structural coordination.
SC_0343,train,missing_property,IfcWall,medium,True,IfcWall is missing 'FireRating' in Pset_WallCommon,Add property 'FireRating' with default value to Pset_WallCommon,FireRating is required by IFC schema for IfcWall. A safe default is applied.
SC_0344,train,missing_property,IfcDoor,low,True,IfcDoor is missing 'SecurityRating' in Pset_DoorCommon,Add property 'SecurityRating' with default value to Pset_DoorCommon,SecurityRating is required by IFC schema for IfcDoor. A safe default is applied.
SC_0345,train,missing_property,IfcRoof,low,True,IfcRoof is missing 'ProjectedArea' in Pset_RoofCommon,Add property 'ProjectedArea' with default value to Pset_RoofCommon,ProjectedArea is required by IFC schema for IfcRoof. A safe default is applied.
SC_0346,train,broken_spatial_containment,IfcWall,high,True,IfcWall 'Wall_476' is not contained in any IfcBuildingStorey,Create IfcRelContainedInSpatialStructure linking element to 'Basement 1',Every physical element must be spatially contained for coordination.
SC_0347,train,geometry_clash,IfcWall,high,False,Overlap clash between IfcWall 'Wall_986' and IfcColumn 'Column_769' (overlap 0.72m),Flag for structural review,Major overlap detected between wall and column. Needs engineer review.
SC_0348,train,geometry_clash,IfcWall,high,False,Overlap clash between IfcWall 'Wall_173' and IfcColumn 'Column_332' (overlap 0.74m),Flag for structural review,Major overlap detected between wall and column. Needs engineer review.
SC_0349,val,missing_property,IfcWall,low,True,IfcWall is missing 'AcousticRating' in Pset_WallCommon,Add property 'AcousticRating' with default value to Pset_WallCommon,AcousticRating is required by IFC schema for IfcWall. A safe default is applied.
SC_0350,val,naming_inconsistency,IfcWindow,low,True,Multiple IfcWindow entities share name 'Window_001',Set Name to 'Window_315',"All elements need unique, meaningful names for schedules and coordination."
SC_0351,val,invalid_reference,IfcColumn,low,True,IfcColumn has OwnerHistory pointing to deleted entity,Reassign OwnerHistory to project default,Broken OwnerHistory causes export failures.
SC_0352,val,geometry_clash,IfcBeam,medium,False,Soft clash between IfcBeam 'Beam_272' and IfcSlab 'Slab_677' (overlap 0.02m),Adjust beam elevation to sit below slab (dropped by 0.02m),Beam soffit intrudes slab. Elevation drop required.
SC_0353,val,invalid_parent_child,IfcSpace,high,True,IfcSpace 'Storage' not aggregated into any storey,Aggregate space into storey 'Ground Floor',Spaces must belong to a storey for room-based analysis.
SC_0354,val,broken_spatial_containment,IfcSlab,high,True,IfcSlab 'Slab_155' is not contained in any IfcBuildingStorey,Create IfcRelContainedInSpatialStructure linking element to 'Penthouse',Every physical element must be spatially contained for coordination.
SC_0355,val,geometry_clash,IfcWall,medium,True,Misaligned clash between IfcWall 'Wall_455' and IfcDoor 'Door_829' (overlap 0.48m),Align door frame with wall opening (snapped +0.48m),Door geometry extends beyond wall thickness. Snapping to opening plane.
SC_0356,val,wrong_level_assignment,IfcSpace,medium,False,IfcSpace 'Server Room' assigned to 'Basement 2' but elevation matches 'Ground Floor',Reassign space from 'Basement 2' to 'Ground Floor' based on elevation,Space elevation should match its parent storey. Needs verification.
SC_0357,val,geometry_clash,IfcWall,high,False,Overlap clash between IfcWall 'Wall_563' and IfcColumn 'Column_524' (overlap 0.69m),Flag for structural review,Major overlap detected between wall and column. Needs engineer review.
SC_0358,val,naming_inconsistency,IfcCurtainWall,low,True,Multiple IfcCurtainWall entities share name 'CurtainWall_001',Set Name to 'CurtainWall_261',"All elements need unique, meaningful names for schedules and coordination."
SC_0359,val,broken_spatial_containment,IfcWall,high,True,IfcWall 'Wall_523' is not contained in any IfcBuildingStorey,Create IfcRelContainedInSpatialStructure linking element to 'Level 01',Every physical element must be spatially contained for coordination.
SC_0360,val,disconnected_storey,IfcBuildingStorey,critical,True,IfcBuildingStorey 'Level 01' not aggregated into any IfcBuilding,Create IfcRelAggregates linking storey to building,Storeys must be children of a building in the spatial hierarchy.
SC_0361,val,geometry_clash,IfcPipeSegment,medium,True,Near-miss clash between IfcPipeSegment 'PipeSegment_431' and IfcWall 'Wall_678' (overlap 0.05m),Enlarge wall opening for pipe clearance (expanded by 50mm),Pipe lacks sufficient clearance. Opening expanded by 50mm.
SC_0362,val,broken_spatial_containment,IfcDoor,high,True,IfcDoor 'Door_347' is not contained in any IfcBuildingStorey,Create IfcRelContainedInSpatialStructure linking element to 'Level 05',Every physical element must be spatially contained for coordination.
SC_0363,val,missing_material,IfcBeam,medium,False,IfcBeam has no material association via IfcRelAssociatesMaterial,Flag for manual material assignment (suggested: Timber),Material needed for quantity takeoff and analysis. Suggested: Timber.
SC_0364,val,missing_property,IfcSlab,low,True,IfcSlab is missing 'Combustible' in Pset_SlabCommon,Add property 'Combustible' with default value to Pset_SlabCommon,Combustible is required by IFC schema for IfcSlab. A safe default is applied.
SC_0365,val,geometry_clash,IfcBeam,medium,False,Soft clash between IfcBeam 'Beam_182' and IfcSlab 'Slab_747' (overlap 0.03m),Adjust beam elevation to sit below slab (dropped by 0.03m),Beam soffit intrudes slab. Elevation drop required.
SC_0366,val,naming_inconsistency,IfcStair,low,True,IfcStair has None Name attribute,Set Name to 'Stair_294',"All elements need unique, meaningful names for schedules and coordination."
SC_0367,val,naming_inconsistency,IfcBeam,low,True,IfcBeam has empty Name attribute,Set Name to 'Beam_773',"All elements need unique, meaningful names for schedules and coordination."
SC_0368,val,naming_inconsistency,IfcMember,low,True,Multiple IfcMember entities share name 'Member_001',Set Name to 'Member_330',"All elements need unique, meaningful names for schedules and coordination."
SC_0369,val,invalid_parent_child,IfcSpace,high,True,IfcSpace 'Meeting Room' not aggregated into any storey,Aggregate space into storey 'Roof Level',Spaces must belong to a storey for room-based analysis.
SC_0370,val,geometry_clash,IfcWindow,medium,True,Misaligned clash between IfcWindow 'Window_138' and IfcWall 'Wall_987' (overlap 0.49m),Snap window to host wall face (snapped +0.49m),Window placement offset from host wall. Snapping to align.
SC_0371,val,geometry_clash,IfcSlab,critical,True,Hard clash between IfcSlab 'Slab_430' and IfcColumn 'Column_230' (overlap 0.21m),Create slab void around column profile (void size: 2.0x4.61m),Slab must flow around structural columns. Void geometry generated.
SC_0372,val,invalid_parent_child,IfcSpace,high,True,IfcSpace 'Storage' not aggregated into any storey,Aggregate space into storey 'Level 03',Spaces must belong to a storey for room-based analysis.
SC_0373,val,invalid_reference,IfcWindow,medium,False,IfcWindow references a IfcWindowType that does not exist in the model,Remove broken type reference or create missing IfcWindowType,Orphan type references break downstream tools.
SC_0374,val,invalid_parent_child,IfcSpace,high,True,IfcSpace 'Server Room' not aggregated into any storey,Aggregate space into storey 'Basement 2',Spaces must belong to a storey for room-based analysis.
SC_0375,val,missing_property,IfcStair,low,True,IfcStair is missing 'HandicapAccessible' in Pset_StairCommon,Add property 'HandicapAccessible' with default value to Pset_StairCommon,HandicapAccessible is required by IFC schema for IfcStair. A safe default is applied.
SC_0376,val,missing_material,IfcMember,medium,False,IfcMember has no material association via IfcRelAssociatesMaterial,Flag for manual material assignment (suggested: Composite),Material needed for quantity takeoff and analysis. Suggested: Composite.
SC_0377,val,naming_inconsistency,IfcSlab,low,True,IfcSlab has empty Name attribute,Set Name to 'Slab_898',"All elements need unique, meaningful names for schedules and coordination."
SC_0378,val,geometry_clash,IfcWindow,medium,True,Misaligned clash between IfcWindow 'Window_776' and IfcWall 'Wall_425' (overlap 0.47m),Snap window to host wall face (snapped +0.47m),Window placement offset from host wall. Snapping to align.
SC_0379,val,geometry_clash,IfcSpace,high,True,Overlap clash between IfcSpace 'Space_040' and IfcSpace 'Space_406' (overlap 0.74m),Resolve space boundary overlap (split at x=9.90),Spaces share overlapping volume. Splitting along centerline.
SC_0380,val,missing_property,IfcDoor,low,True,IfcDoor is missing 'FireExit' in Pset_DoorCommon,Add property 'FireExit' with default value to Pset_DoorCommon,FireExit is required by IFC schema for IfcDoor. A safe default is applied.
SC_0381,val,geometry_clash,IfcWall,critical,False,Hard clash between IfcWall 'Wall_507' and IfcBeam 'Beam_396' (overlap 0.4m),Cut opening in wall for beam penetration,Beam intersects wall. Opening profile required but needs MEP/Structural coordination.
SC_0382,val,missing_property,IfcWindow,low,True,IfcWindow is missing 'SmokeStop' in Pset_WindowCommon,Add property 'SmokeStop' with default value to Pset_WindowCommon,SmokeStop is required by IFC schema for IfcWindow. A safe default is applied.
SC_0383,val,geometry_clash,IfcSlab,critical,True,Hard clash between IfcSlab 'Slab_423' and IfcColumn 'Column_718' (overlap 0.29m),Create slab void around column profile (void size: 2.0x4.86m),Slab must flow around structural columns. Void geometry generated.
SC_0384,val,geometry_clash,IfcDuctSegment,critical,False,Hard clash between IfcDuctSegment 'DuctSegment_105' and IfcBeam 'Beam_008' (overlap 0.28m),Reroute duct below structural beam,MEP element clashes with structural frame. Needs rerouting.
SC_0385,val,geometry_clash,IfcWall,medium,True,Misaligned clash between IfcWall 'Wall_801' and IfcDoor 'Door_731' (overlap 0.43m),Align door frame with wall opening (snapped +0.43m),Door geometry extends beyond wall thickness. Snapping to opening plane.
SC_0386,val,wrong_level_assignment,IfcColumn,medium,False,IfcColumn 'Column_934' at z=12.0m assigned to 'Level 03' instead of 'Level 02',Reassign from 'Level 03' to 'Level 02',Element placement doesn't match assigned storey elevation.
SC_0387,val,wrong_level_assignment,IfcColumn,medium,False,IfcColumn 'Column_198' at z=12.0m assigned to 'Level 05' instead of 'Level 02',Reassign from 'Level 05' to 'Level 02',Element placement doesn't match assigned storey elevation.
SC_0388,val,missing_property,IfcRoof,medium,True,IfcRoof is missing 'FireRating' in Pset_RoofCommon,Add property 'FireRating' with default value to Pset_RoofCommon,FireRating is required by IFC schema for IfcRoof. A safe default is applied.
SC_0389,val,geometry_clash,IfcBeam,medium,False,Soft clash between IfcBeam 'Beam_750' and IfcSlab 'Slab_077' (overlap 0.03m),Adjust beam elevation to sit below slab (dropped by 0.03m),Beam soffit intrudes slab. Elevation drop required.
SC_0390,val,naming_inconsistency,IfcCurtainWall,low,True,IfcCurtainWall has None Name attribute,Set Name to 'CurtainWall_468',"All elements need unique, meaningful names for schedules and coordination."
SC_0391,val,missing_property,IfcWall,low,True,IfcWall is missing 'ExtendToStructure' in Pset_WallCommon,Add property 'ExtendToStructure' with default value to Pset_WallCommon,ExtendToStructure is required by IFC schema for IfcWall. A safe default is applied.
SC_0392,test,wrong_level_assignment,IfcSpace,medium,False,IfcSpace 'Reception' assigned to 'Ground Floor' but elevation matches 'Level 03',Reassign space from 'Ground Floor' to 'Level 03' based on elevation,Space elevation should match its parent storey. Needs verification.
SC_0393,test,naming_inconsistency,IfcPlate,low,True,Multiple IfcPlate entities share name 'Plate_001',Set Name to 'Plate_742',"All elements need unique, meaningful names for schedules and coordination."
SC_0394,test,naming_inconsistency,IfcRailing,low,True,IfcRailing has empty Name attribute,Set Name to 'Railing_844',"All elements need unique, meaningful names for schedules and coordination."
